id,n_a,n_b,n_gold,明细数量,仲裁结果
30,51,82,46,46,"[{""label"":""病症"",""text"":""急痛症""},{""label"":""病症"",""text"":""心痛""},{""label"":""病症"",""text"":""胆痛""},{""label"":""病症"",""text"":""蛔厥""},{""label"":""病症"",""text"":""胃疼""},{""label"":""病症"",""text"":""腹痛""},{""label"":""病症"",""text"":""肾痛""},{""label"":""病症"",""text"":""出血""},{""label"":""病症"",""text"":""咳血""},{""label"":""病症"",""text"":""肝火犯肺""},{""label"":""病症"",""text"":""阴虚火旺""},{""label"":""病症"",""text"":""肺热""},{""label"":""病症"",""text"":""胃热""},{""label"":""病症"",""text"":""肝火""},{""label"":""病症"",""text"":""胃中积热""},{""label"":""病症"",""text"":""吐血""},{""label"":""病症"",""text"":""肝火犯胃""},{""label"":""病症"",""text"":""脾气虚弱""},{""label"":""病症"",""text"":""便血""},{""label"":""病症"",""text"":""大肠湿热""},{""label"":""病症"",""text"":""尿血""},{""label"":""病症"",""text"":""心火亢盛""},{""label"":""归经"",""text"":""任脉""},{""label"":""归经"",""text"":""膀胱经""},{""label"":""归经"",""text"":""厥阴经""},{""label"":""归经"",""text"":""足少阳""},{""label"":""归经"",""text"":""手阳明""},{""label"":""归经"",""text"":""阳明""},{""label"":""归经"",""text"":""手足阳明经""},{""label"":""归经"",""text"":""手足厥阴""},{""label"":""归经"",""text"":""心包经""},{""label"":""归经"",""text"":""肝经""},{""label"":""归经"",""text"":""手太阴""},{""label"":""归经"",""text"":""手太阴肺经""},{""label"":""归经"",""text"":""足少阴肾经""},{""label"":""归经"",""text"":""督脉""},{""label"":""归经"",""text"":""手太阴经脉""},{""label"":""归经"",""text"":""足厥阴""},{""label"":""归经"",""text"":""少阴经""},{""label"":""归经"",""text"":""足阳明""},{""label"":""归经"",""text"":""厥阴经""},{""label"":""归经"",""text"":""足太阴""},{""label"":""归经"",""text"":""足太阳""},{""label"":""归经"",""text"":""足阳明""},{""label"":""归经"",""text"":""足太阴经""},{""label"":""归经"",""text"":""足少阴""}]"
31,41,39,39,39,"[{""label"":""病症"",""text"":""感冒""},{""label"":""病症"",""text"":""肺炎""},{""label"":""病症"",""text"":""支气管炎""},{""label"":""病症"",""text"":""肺结核""},{""label"":""病症"",""text"":""心动过速""},{""label"":""病症"",""text"":""心动过缓""},{""label"":""病症"",""text"":""心绞痛""},{""label"":""病症"",""text"":""肠炎""},{""label"":""病症"",""text"":""痢疾""},{""label"":""病症"",""text"":""胃炎""},{""label"":""病症"",""text"":""消化不良""},{""label"":""病症"",""text"":""溃疡病""},{""label"":""病症"",""text"":""胃下垂""},{""label"":""病症"",""text"":""胆绞痛""},{""label"":""病症"",""text"":""胆囊炎""},{""label"":""病症"",""text"":""肝炎""},{""label"":""病症"",""text"":""遗精""},{""label"":""病症"",""text"":""遗尿""},{""label"":""病症"",""text"":""阳痿""},{""label"":""病症"",""text"":""闭经""},{""label"":""病症"",""text"":""痛经""},{""label"":""病症"",""text"":""月经不调""},{""label"":""病症"",""text"":""肾炎""},{""label"":""病症"",""text"":""肾绞痛""},{""label"":""病症"",""text"":""盆腔炎""},{""label"":""病症"",""text"":""胎位不正""},{""label"":""病症"",""text"":""难产""},{""label"":""病症"",""text"":""癔病""},{""label"":""病症"",""text"":""神经衰弱""},{""label"":""病症"",""text"":""脱肛""},{""label"":""病症"",""text"":""痔疮""},{""label"":""病症"",""text"":""头痛""},{""label"":""病症"",""text"":""眼痛""},{""label"":""病症"",""text"":""颈背痛""},{""label"":""病症"",""text"":""腰痛""},{""label"":""病症"",""text"":""坐骨神经痛""},{""label"":""病症"",""text"":""瘫痪""},{""label"":""病症"",""text"":""风湿性关节炎""},{""label"":""古籍来源"",""text"":""足太阳膀胱经图解""}]"
32,15,9,8,8,"[{""label"":""古籍来源"",""text"":""《黄帝内经》""},{""label"":""古籍来源"",""text"":""《周易》""},{""label"":""脏腑"",""text"":""大肠""},{""label"":""脏腑"",""text"":""肺""},{""label"":""脏腑"",""text"":""胃""},{""label"":""病症"",""text"":""上呼吸道感染""},{""label"":""病症"",""text"":""头面五官疾病""},{""label"":""病症"",""text"":""过敏性皮肤病""}]"
33,34,0,19,19,"[{""label"":""病症"",""text"":""痛经""},{""label"":""病症"",""text"":""寒凝血瘀""},{""label"":""病症"",""text"":""经行腹痛""},{""label"":""养生原则"",""text"":""注意经期卫生""},{""label"":""养生原则"",""text"":""保持阴部清洁""},{""label"":""养生原则"",""text"":""在经期应注意下身保暖""},{""label"":""养生原则"",""text"":""避免受寒""},{""label"":""养生原则"",""text"":""保持心情舒畅""},{""label"":""养生原则"",""text"":""避免精神刺激""},{""label"":""养生原则"",""text"":""注意休息""},{""label"":""养生原则"",""text"":""保证睡眠""},{""label"":""养生原则"",""text"":""减轻体力劳动""},{""label"":""养生原则"",""text"":""避免剧烈运动""},{""label"":""养生原则"",""text"":""经期要注意饮食调理""},{""label"":""养生原则"",""text"":""经前和经期忌食生冷寒凉之物""},{""label"":""功效"",""text"":""温经通络""},{""label"":""烹饪方法"",""text"":""摩法""},{""label"":""烹饪方法"",""text"":""按揉""},{""label"":""烹饪方法"",""text"":""按摩""}]"
34,14,3,3,3,"[{""label"":""脏腑"",""text"":""心""},{""label"":""脏腑"",""text"":""脑""},{""label"":""脏腑"",""text"":""肺""}]"
35,28,27,23,23,"[{""label"":""病症"",""text"":""肾气虚""},{""label"":""病症"",""text"":""肝气虚""},{""label"":""病症"",""text"":""心气虚""},{""label"":""病症"",""text"":""脾气虚""},{""label"":""病症"",""text"":""气虚""},{""label"":""病症"",""text"":""阴阳偏衰""},{""label"":""病症"",""text"":""阴虚""},{""label"":""病症"",""text"":""阳虚""},{""label"":""病症"",""text"":""阴阳两虚""},{""label"":""病症"",""text"":""少气之厥""},{""label"":""病症"",""text"":""妄梦""},{""label"":""医家"",""text"":""张景岳""},{""label"":""古籍来源"",""text"":""《内经》""},{""label"":""古籍来源"",""text"":""《类经.梦寐》""},{""label"":""病症"",""text"":""阴虚阳亢""},{""label"":""病症"",""text"":""虚热梦证""},{""label"":""病症"",""text"":""阴寒偏盛""},{""label"":""病症"",""text"":""梦证""},{""label"":""病症"",""text"":""肺气虚""},{""label"":""功效"",""text"":""补其偏衰""},{""label"":""功效"",""text"":""补其不足""},{""label"":""功效"",""text"":""补阴以制阳""},{""label"":""功效"",""text"":""阴阳双补""}]"
36,15,11,11,11,"[{""label"":""养生原则"",""text"":""秋冬养阴""},{""label"":""养生原则"",""text"":""无扰乎阳""},{""label"":""养生原则"",""text"":""虚者补之,寒者温之""},{""label"":""病症"",""text"":""寒邪""},{""label"":""禁忌"",""text"":""少食生冷""},{""label"":""脏腑"",""text"":""脾胃""},{""label"":""养生原则"",""text"":""滋阴潜阳""},{""label"":""食材"",""text"":""新鲜蔬莱""},{""label"":""养生原则"",""text"":""养藏""},{""label"":""古籍来源"",""text"":""《内经》""},{""label"":""医家"",""text"":""孙思邈""}]"
37,21,0,13,13,"[{""label"":""养生原则"",""text"":""道家追求健康""},{""label"":""养生原则"",""text"":""延年益寿""},{""label"":""养生原则"",""text"":""服食""},{""label"":""养生原则"",""text"":""修练内丹""},{""label"":""养生原则"",""text"":""静功""},{""label"":""养生原则"",""text"":""动功""},{""label"":""养生原则"",""text"":""五禽戏""},{""label"":""养生原则"",""text"":""太极拳""},{""label"":""古籍来源"",""text"":""《内经图》""},{""label"":""养生原则"",""text"":""道家静养功""},{""label"":""养生原则"",""text"":""性功""},{""label"":""养生原则"",""text"":""命功""},{""label"":""养生原则"",""text"":""修持方法""}]"
38,7,12,7,7,"[{""label"":""脏腑"",""text"":""小肠""},{""label"":""脏腑"",""text"":""肾""},{""label"":""古籍来源"",""text"":""《内经》""},{""label"":""古籍来源"",""text"":""《素问.水热穴论》""},{""label"":""古籍来源"",""text"":""《素问 .金匮真言论》""},{""label"":""脏腑"",""text"":""膀胱""},{""label"":""脏腑"",""text"":""三焦""}]"
39,0,10,0,0,[]
40,24,14,13,13,"[{""label"":""病症"",""text"":""中暑""},{""label"":""病症"",""text"":""虚脱型""},{""label"":""病症"",""text"":""高热型""},{""label"":""病症"",""text"":""大量出汗""},{""label"":""病症"",""text"":""脱水""},{""label"":""病症"",""text"":""血压下降""},{""label"":""病症"",""text"":""脑缺血""},{""label"":""病症"",""text"":""晕厥""},{""label"":""病症"",""text"":""昏迷""},{""label"":""病症"",""text"":""休克""},{""label"":""食材"",""text"":""淡盐水""},{""label"":""烹饪方法"",""text"":""点刺""},{""label"":""养生原则"",""text"":""预防胜于治疗""}]"
41,6,4,3,3,"[{""label"":""古籍来源"",""text"":""《黄帝内经》""},{""label"":""古籍来源"",""text"":""《内经图》""},{""label"":""脏腑"",""text"":""五脏六腑""}]"
42,23,10,22,22,"[{""label"":""古籍来源"",""text"":""五行与主要人体器官关系表""},{""label"":""脏腑"",""text"":""肝""},{""label"":""脏腑"",""text"":""胆""},{""label"":""脏腑"",""text"":""心""},{""label"":""脏腑"",""text"":""小肠""},{""label"":""脏腑"",""text"":""脾""},{""label"":""脏腑"",""text"":""胃""},{""label"":""脏腑"",""text"":""肺""},{""label"":""脏腑"",""text"":""大肠""},{""label"":""脏腑"",""text"":""肾""},{""label"":""脏腑"",""text"":""膀胱""},{""label"":""养生原则"",""text"":""肝的特性是怕郁结 ,要像树木般得到舒展""},{""label"":""养生原则"",""text"":""心推动气血,温暖整个人""},{""label"":""养生原则"",""text"":""脾主消化吸收。滋润身体,如大地孕育万物""},{""label"":""养生原则"",""text"":""肺主声 ,肺气宜清,如金属般铿锵""},{""label"":""养生原则"",""text"":""生命的本源来自水,而肾属先天的本源""},{""label"":""养生原则"",""text"":""相克: 互相制约和克服""},{""label"":""养生原则"",""text"":""金坚硬妨碍树木生长一一金克木""},{""label"":""养生原则"",""text"":""植树以防泥土松脱一一木克土""},{""label"":""养生原则"",""text"":""泛滥时用沙包挡水一一土克水""},{""label"":""养生原则"",""text"":""用水来灭火一一水克火""},{""label"":""养生原则"",""text"":""用火可熔化金一一火克金""}]"
43,70,76,64,64,"[{""label"":""食材"",""text"":""茶叶""},{""label"":""归经"",""text"":""肝经""},{""label"":""功效"",""text"":""明目清肝""},{""label"":""食材"",""text"":""无花果""},{""label"":""归经"",""text"":""肺。胃。大肠经""},{""label"":""食材"",""text"":""马齿苋""},{""label"":""归经"",""text"":""心及大肠经""},{""label"":""食材"",""text"":""杞子""},{""label"":""归经"",""text"":""肝。肾经""},{""label"":""食材"",""text"":""桑寄生""},{""label"":""归经"",""text"":""肝。肾经""},{""label"":""食材"",""text"":""莲子""},{""label"":""归经"",""text"":""脾经""},{""label"":""养生原则"",""text"":""不同体质的饮食要求""},{""label"":""病症"",""text"":""阴虚之体质""},{""label"":""食材"",""text"":""芝麻""},{""label"":""食材"",""text"":""糯米""},{""label"":""食材"",""text"":""蜂蜜""},{""label"":""食材"",""text"":""乳品""},{""label"":""食材"",""text"":""甘蔗""},{""label"":""食材"",""text"":""蔬莱""},{""label"":""食材"",""text"":""水果""},{""label"":""食材"",""text"":""豆腐""},{""label"":""食材"",""text"":""鱼类""},{""label"":""食味"",""text"":""辛""},{""label"":""病症"",""text"":""阳虚之体质""},{""label"":""食材"",""text"":""羊肉""},{""label"":""食材"",""text"":""狗肉""},{""label"":""食材"",""text"":""鹿肉""},{""label"":""食疗方"",""text"":""附子粥""},{""label"":""食疗方"",""text"":""羊肉附子汤""},{""label"":""病症"",""text"":""气虚之体质""},{""label"":""功效"",""text"":""补气""},{""label"":""食疗方"",""text"":""入参莲肉汤""},{""label"":""食材"",""text"":""粳米""},{""label"":""食材"",""text"":""糯米""},{""label"":""食材"",""text"":""小米""},{""label"":""食材"",""text"":""黄米""},{""label"":""食材"",""text"":""大麦""},{""label"":""食材"",""text"":""山药""},{""label"":""食材"",""text"":""大枣""},{""label"":""功效"",""text"":""补气""},{""label"":""病症"",""text"":""血虚之体质""},{""label"":""食材"",""text"":""桑葚""},{""label"":""食材"",""text"":""荔枝""},{""label"":""食材"",""text"":""松子""},{""label"":""食材"",""text"":""黑木耳""},{""label"":""食材"",""text"":""甲鱼""},{""label"":""食材"",""text"":""羊肝""},{""label"":""食材"",""text"":""海参""},{""label"":""功效"",""text"":""补血养血""},{""label"":""病症"",""text"":""阳盛之体质""},{""label"":""禁忌"",""text"":""忌辛辣燥烈食物""},{""label"":""食材"",""text"":""辣椒""},{""label"":""食材"",""text"":""姜""},{""label"":""食材"",""text"":""葱""},{""label"":""食材"",""text"":""蒜""},{""label"":""食材"",""text"":""牛肉""},{""label"":""食材"",""text"":""鸡肉""},{""label"":""食材"",""text"":""水果""},{""label"":""食材"",""text"":""蔬菜""},{""label"":""食材"",""text"":""苦瓜""},{""label"":""食性"",""text"":""辛热""},{""label"":""禁忌"",""text"":""戒酒""}]"
44,6,0,0,0,[]
45,23,0,0,0,[]
46,8,12,9,9,"[{""label"":""古籍来源"",""text"":""《内经》""},{""label"":""养生原则"",""text"":""顺势""},{""label"":""养生原则"",""text"":""顺应自然之势""},{""label"":""养生原则"",""text"":""针道必须合于天道""},{""label"":""养生原则"",""text"":""天道即自然之道""},{""label"":""病症"",""text"":""形体粗壮""},{""label"":""病症"",""text"":""形体瘦削""},{""label"":""病症"",""text"":""气血外浮""},{""label"":""病症"",""text"":""气血内沉""}]"
47,76,66,74,74,"[{""label"":""食材"",""text"":""淡竹沥""},{""label"":""食性"",""text"":""大寒""},{""label"":""病症"",""text"":""中风""},{""label"":""病症"",""text"":""烦闷""},{""label"":""病症"",""text"":""劳复""},{""label"":""食材"",""text"":""谈竹筇""},{""label"":""病症"",""text"":""噎膈""},{""label"":""病症"",""text"":""鼻衄""},{""label"":""食材"",""text"":""竹实""},{""label"":""功效"",""text"":""通神明""},{""label"":""功效"",""text"":""轻身""},{""label"":""功效"",""text"":""益气""},{""label"":""食材"",""text"":""筻""},{""label"":""食味"",""text"":""淡""},{""label"":""食味"",""text"":""苦""},{""label"":""食味"",""text"":""甘""},{""label"":""食材"",""text"":""苦笋""},{""label"":""食味"",""text"":""甘""},{""label"":""食味"",""text"":""苦""},{""label"":""食性"",""text"":""寒""},{""label"":""古籍来源"",""text"":""本草图经""},{""label"":""食材"",""text"":""苦竹""},{""label"":""功效"",""text"":""清热利湿""},{""label"":""功效"",""text"":""除热气""},{""label"":""功效"",""text"":""止消渴""},{""label"":""功效"",""text"":""明目""},{""label"":""功效"",""text"":""解酒毒""},{""label"":""食材"",""text"":""锬竹沥""},{""label"":""食材"",""text"":""竹汁""},{""label"":""食材"",""text"":""竹油""},{""label"":""食材"",""text"":""苦竹沥""},{""label"":""食材"",""text"":""筻竹沥""},{""label"":""病症"",""text"":""风痊""},{""label"":""食味"",""text"":""甘""},{""label"":""食味"",""text"":""苦""},{""label"":""食性"",""text"":""蹇""},{""label"":""归经"",""text"":""入心""},{""label"":""归经"",""text"":""胃经""},{""label"":""功效"",""text"":""清热滑痰""},{""label"":""功效"",""text"":""镇惊利窍""},{""label"":""功效"",""text"":""清心火""},{""label"":""功效"",""text"":""化痰止渴""},{""label"":""病症"",""text"":""脑血管意外后遗症""},{""label"":""食材"",""text"":""淡竹茹""},{""label"":""食材"",""text"":""竹皮""},{""label"":""食材"",""text"":""麻巴""},{""label"":""食材"",""text"":""竹二青""},{""label"":""食味"",""text"":""甘""},{""label"":""食性"",""text"":""凉""},{""label"":""病症"",""text"":""胃热噎膈""},{""label"":""病症"",""text"":""胃虚干呕""},{""label"":""病症"",""text"":""痰热恶心""},{""label"":""病症"",""text"":""酒伤呕吐""},{""label"":""病症"",""text"":""痰涎酸水""},{""label"":""病症"",""text"":""惊悸怔忡""},{""label"":""病症"",""text"":""睡卧不宁""},{""label"":""食材"",""text"":""竹米""},{""label"":""医家"",""text"":""陶弘景""},{""label"":""古籍来源"",""text"":""本经""},{""label"":""功效"",""text"":""益气""},{""label"":""食材"",""text"":""筮竹叶""},{""label"":""食味"",""text"":""苦""},{""label"":""食性"",""text"":""平""},{""label"":""古籍来源"",""text"":""本经""},{""label"":""病症"",""text"":""咳逆上气溢""},{""label"":""病症"",""text"":""筋急恶疡""},{""label"":""病症"",""text"":""小虫""},{""label"":""古籍来源"",""text"":""别录""},{""label"":""病症"",""text"":""烦热风痉""},{""label"":""病症"",""text"":""喉痹""},{""label"":""病症"",""text"":""呕吐""},{""label"":""食材"",""text"":""筻竹根""},{""label"":""功效"",""text"":""益气止渴""},{""label"":""功效"",""text"":""补虚下气""}]"
48,12,0,11,11,"[{""label"":""医家"",""text"":""孟诜""},{""label"":""古籍来源"",""text"":""《敦煌》""},{""label"":""古籍来源"",""text"":""《卷子》""},{""label"":""古籍来源"",""text"":""《医心方》""},{""label"":""古籍来源"",""text"":""《食经》""},{""label"":""食材"",""text"":""胡桃""},{""label"":""食材"",""text"":""胡粉""},{""label"":""病症"",""text"":""一切痔病""},{""label"":""烹饪方法"",""text"":""烧""},{""label"":""烹饪方法"",""text"":""研""},{""label"":""烹饪方法"",""text"":""傅""}]"
