review_id,sample_id,head_text,head_type,head_start,head_end,relation,tail_text,tail_type,tail_start,tail_end,expert1_decision,expert1_evidence,expert1_notes,expert2_decision,expert2_evidence,expert2_notes,agreement_status,final_decision,final_source,final_evidence_or_reason,candidate_key_json
REL-C551CE982D9A9AB4,HR-0386,消渴,病症,125,127,affectsOrgan,心,脏腑,27,28,present,"言失志。 治宜清心胸郁热为法。 口渴有烦渴和消渴之别。 烦渴是渴而烦躁,",关系方向与当前条目结构一致。,present,"言失志。 治宜清心胸郁热为法。 口渴有烦渴和消渴之别。 烦渴是渴而烦躁,",,agreement,present,two_expert_agreement,Expert 1 and Expert 2 agreed; auto-accepted.,"[""HR-0386"",125,127,""消渴"",""病症"",""affectsOrgan"",27,28,""心"",""脏腑""]"
REL-C55F9CA522E935B2,HR-0138,益气,功效,319,321,recordedInText,《果品`梅实》,古籍来源,410,417,absent,,候选方向与原文语义不一致。,absent,,当前段落未提供足够的谓词或配方结构支持。,agreement,absent,two_expert_agreement,Expert 1 and Expert 2 agreed; auto-accepted.,"[""HR-0138"",319,321,""益气"",""功效"",""recordedInText"",410,417,""《果品`梅实》"",""古籍来源""]"
REL-C5E6B85B7648E0E8,HR-0018,即去槽饮,食疗方,278,282,usesCookingMethod,浸,烹饪方法,169,170,absent,,两实体仅在同段出现，未见直接关系表达。,present,"浸曲,即用米五大斗炊饭,熟讫,取生 地黄细切-斗。捣如泥和下。笫二骰用米五斗炊饭,取牛蒡 艰细切二斗",,disagreement,absent,third_expert_adjudication,烹饪动作未明确作用于给定食疗方，或属于相邻条目；因此判定为 absent。 两位专家原判断分别为 absent / present，最终以冻结原文和实体边界复核结果为准。,"[""HR-0018"",278,282,""即去槽饮"",""食疗方"",""usesCookingMethod"",169,170,""浸"",""烹饪方法""]"
REL-C60047EA318EE1C8,HR-0101,加鸡汤,食疗方,47,50,containsIngredient,油,食材,1,2,absent,,候选方向与原文语义不一致。,absent,,当前段落未提供足够的谓词或配方结构支持。,agreement,absent,two_expert_agreement,Expert 1 and Expert 2 agreed; auto-accepted.,"[""HR-0101"",47,50,""加鸡汤"",""食疗方"",""containsIngredient"",1,2,""油"",""食材""]"
REL-C682015DB4DC2657,HR-0208,盐,食材,203,204,hasNature,温,食性,110,111,absent,,尾实体属于相邻条目或另一语义单元。,absent,,当前段落未提供足够的谓词或配方结构支持。,agreement,absent,two_expert_agreement,Expert 1 and Expert 2 agreed; auto-accepted.,"[""HR-0208"",203,204,""盐"",""食材"",""hasNature"",110,111,""温"",""食性""]"
REL-C6C97B8161D09B82,HR-0378,萝卜,食材,203,205,hasEffect,"解
毒",功效,192,195,insufficient_context,,需查看前后条目才能排除跨段误连。,absent,,两实体仅在同段出现，未见直接关系表达。,disagreement,insufficient_context,third_expert_adjudication,局部证据窗存在明显OCR噪声、截断或条目边界不清，无法可靠确定关系作用范围；暂判 insufficient_context。 两位专家原判断分别为 insufficient_context / absent，最终以冻结原文和实体边界复核结果为准。,"[""HR-0378"",203,205,""萝卜"",""食材"",""hasEffect"",192,195,""解毒"",""功效""]"
REL-C6D14249540AD821,HR-0245,以馈遗四方,食疗方,250,255,containsIngredient,酒,食材,188,189,present,"酒 为犒。又命象院教象前导朱旗,以二金三鼓为节,各有袱头桨衣 蛮奴乘之,手执短镘。旋转跪起,悉如人意",,present,"酒 为犒。又命象院教象前导朱旗,以二金三鼓为节,各有袱头桨衣 蛮奴乘之,手执短镘。旋转跪起,悉如人意",,agreement,present,two_expert_agreement,Expert 1 and Expert 2 agreed; auto-accepted.,"[""HR-0245"",250,255,""以馈遗四方"",""食疗方"",""containsIngredient"",188,189,""酒"",""食材""]"
REL-C6F0F5AA14318D3A,HR-0400,茶,食材,116,117,hasFlavor,甘,食味,69,70,absent,,候选方向与原文语义不一致。,absent,,两实体仅在同段出现，未见直接关系表达。,agreement,absent,two_expert_agreement,Expert 1 and Expert 2 agreed; auto-accepted.,"[""HR-0400"",116,117,""茶"",""食材"",""hasFlavor"",69,70,""甘"",""食味""]"
REL-C71FF3C9A0B133CE,HR-0126,水,食材,93,94,recordedInText,"《南园戽
水谣》",古籍来源,129,137,entity_or_type_error,,实体类型与当前词项语义不匹配。,entity_or_type_error,,实体类型与当前词项语义不匹配。,agreement,entity_or_type_error,two_expert_agreement,Expert 1 and Expert 2 agreed; auto-accepted.,"[""HR-0126"",93,94,""水"",""食材"",""recordedInText"",129,137,""《南园戽水谣》"",""古籍来源""]"
REL-C774E0EA4B1AE7D4,HR-0160,四和汤,食疗方,317,320,containsIngredient,油,食材,96,97,present,油。再放入适量的熟山药 (丁块 )和杏仁(碎粒 ) ;在簖天 旱晨空腹食之。 四和汤,依据局部原文直接判断。,absent,,尾实体属于相邻条目或另一语义单元。,disagreement,present,third_expert_adjudication,油。再放入适量的熟山药 (丁块 )和杏仁(碎粒 ) ;在簖天 旱晨空腹食之。 四和汤；原文中头尾实体位于同一语义单元，关系方向“containsIngredient”有直接文字或条目结构支持。 两位专家原判断分别为 present / absent，最终以冻结原文和实体边界复核结果为准。,"[""HR-0160"",317,320,""四和汤"",""食疗方"",""containsIngredient"",96,97,""油"",""食材""]"
REL-C79CC015AA06E50C,HR-0333,滤浆入粥,食疗方,50,54,recordedInText,《花谱》,古籍来源,12,16,absent,,两实体仅在同段出现，未见直接关系表达。,absent,,两实体仅在同段出现，未见直接关系表达。,agreement,absent,two_expert_agreement,Expert 1 and Expert 2 agreed; auto-accepted.,"[""HR-0333"",50,54,""滤浆入粥"",""食疗方"",""recordedInText"",12,16,""《花谱》"",""古籍来源""]"
REL-C7C97DB34A2E9F1E,HR-0261,加腌芥作汤,食疗方,191,196,usesCookingMethod,蒸,烹饪方法,16,17,present,"松嫩,煎之。煮之蒸之俱可。 加腌芥作汤。作羹尤鲜。 木: 在这",,present,"松嫩,煎之。煮之蒸之俱可。 加腌芥作汤。作羹尤鲜。 木: 在这",,agreement,present,two_expert_agreement,Expert 1 and Expert 2 agreed; auto-accepted.,"[""HR-0261"",191,196,""加腌芥作汤"",""食疗方"",""usesCookingMethod"",16,17,""蒸"",""烹饪方法""]"
REL-C806A9A7CA4EFF99,HR-0101,又取磔中血制汤,食疗方,99,106,containsIngredient,酒,食材,3,4,absent,,两实体仅在同段出现，未见直接关系表达。,absent,,当前段落未提供足够的谓词或配方结构支持。,agreement,absent,two_expert_agreement,Expert 1 and Expert 2 agreed; auto-accepted.,"[""HR-0101"",99,106,""又取磔中血制汤"",""食疗方"",""containsIngredient"",3,4,""酒"",""食材""]"
REL-C81DA31D96F8280B,HR-0282,且用料与烹调方,食疗方,356,363,containsIngredient,酒,食材,142,143,insufficient_context,,OCR噪声影响关键谓词或条目边界判断。,insufficient_context,,局部段落截断，无法确认关系作用范围。,agreement,insufficient_context,two_expert_agreement,Expert 1 and Expert 2 agreed; auto-accepted.,"[""HR-0282"",356,363,""且用料与烹调方"",""食疗方"",""containsIngredient"",142,143,""酒"",""食材""]"
REL-C825B626E2B4ED75,HR-0400,垂用鸡迈鼙菇汤,食疗方,250,257,containsIngredient,油,食材,114,115,absent,,候选方向与原文语义不一致。,absent,,两实体仅在同段出现，未见直接关系表达。,agreement,absent,two_expert_agreement,Expert 1 and Expert 2 agreed; auto-accepted.,"[""HR-0400"",250,257,""垂用鸡迈鼙菇汤"",""食疗方"",""containsIngredient"",114,115,""油"",""食材""]"
REL-C83EE31903ED3E38,HR-0265,姜,食材,40,41,treats,腹痛,病症,29,31,present,胸膈咳逆@; 止腹痛。 雀乱胀满。 干姜 译文 千姜;气味辛辣。,,present,胸膈咳逆@; 止腹痛。 雀乱胀满。 干姜 译文 千姜;气味辛辣。,,agreement,present,two_expert_agreement,Expert 1 and Expert 2 agreed; auto-accepted.,"[""HR-0265"",40,41,""姜"",""食材"",""treats"",29,31,""腹痛"",""病症""]"
REL-C86F96485D3A3FB2,HR-0052,水,食材,202,203,hasFlavor,甘,食味,81,82,absent,,尾实体属于相邻条目或另一语义单元。,absent,,当前段落未提供足够的谓词或配方结构支持。,agreement,absent,two_expert_agreement,Expert 1 and Expert 2 agreed; auto-accepted.,"[""HR-0052"",202,203,""水"",""食材"",""hasFlavor"",81,82,""甘"",""食味""]"
REL-C88823D790941FCB,HR-0224,水,食材,34,35,hasFlavor,涩,食味,15,16,present,"。常三五服。极利水道 (校注] 0秘涩少痛:《文津阁本》作 """,,present,"。常三五服。极利水道 (校注] 0秘涩少痛:《文津阁本》作 """,,agreement,present,two_expert_agreement,Expert 1 and Expert 2 agreed; auto-accepted.,"[""HR-0224"",34,35,""水"",""食材"",""hasFlavor"",15,16,""涩"",""食味""]"
REL-C8D1D322F7181C8D,HR-0160,每日空心白汤,食疗方,169,175,containsIngredient,粟米,食材,3,5,absent,,尾实体属于相邻条目或另一语义单元。,absent,,当前段落未提供足够的谓词或配方结构支持。,agreement,absent,two_expert_agreement,Expert 1 and Expert 2 agreed; auto-accepted.,"[""HR-0160"",169,175,""每日空心白汤"",""食疗方"",""containsIngredient"",3,5,""粟米"",""食材""]"
REL-C9008E7A26EC036A,HR-0282,且用料与烹调方,食疗方,356,363,containsIngredient,水,食材,321,322,absent,,候选方向与原文语义不一致。,absent,,尾实体属于相邻条目或另一语义单元。,agreement,absent,two_expert_agreement,Expert 1 and Expert 2 agreed; auto-accepted.,"[""HR-0282"",356,363,""且用料与烹调方"",""食疗方"",""containsIngredient"",321,322,""水"",""食材""]"
REL-C9137A00F88ED309,HR-0300,茶,食材,54,55,treats,脚气,病症,110,112,absent,,两实体仅在同段出现，未见直接关系表达。,absent,,两实体仅在同段出现，未见直接关系表达。,agreement,absent,two_expert_agreement,Expert 1 and Expert 2 agreed; auto-accepted.,"[""HR-0300"",54,55,""茶"",""食材"",""treats"",110,112,""脚气"",""病症""]"
REL-C928CC331FFD02F6,HR-0333,水,食疗方,47,48,containsIngredient,姜,食材,60,61,present,泻痢。润燥固精。水研 滤浆入粥。极香滑。 姜 粥 《〈草纲目》:温中,,insufficient_context,,需查看前后条目才能排除跨段误连。,disagreement,present,third_expert_adjudication,泻痢。润燥固精。水研 滤浆入粥。极香滑。 姜 粥 《〈草纲目》:温中；原文中头尾实体位于同一语义单元，关系方向“containsIngredient”有直接文字或条目结构支持。 两位专家原判断分别为 present / insufficient_context，最终以冻结原文和实体边界复核结果为准。,"[""HR-0333"",47,48,""水"",""食疗方"",""containsIngredient"",60,61,""姜"",""食材""]"
REL-C9391DBFB47FDF6D,HR-0331,豆腐,食材,187,189,treats,疮,病症,76,77,absent,,尾实体属于相邻条目或另一语义单元。,absent,,尾实体属于相邻条目或另一语义单元。,agreement,absent,two_expert_agreement,Expert 1 and Expert 2 agreed; auto-accepted.,"[""HR-0331"",187,189,""豆腐"",""食材"",""treats"",76,77,""疮"",""病症""]"
REL-C93EC5EBE35548E5,HR-0442,苋日食粥,食疗方,355,359,usesCookingMethod,煮,烹饪方法,94,95,absent,,尾实体属于相邻条目或另一语义单元。,insufficient_context,,局部段落截断，无法确认关系作用范围。,disagreement,insufficient_context,third_expert_adjudication,局部证据窗存在明显OCR噪声、截断或条目边界不清，无法可靠确定关系作用范围；暂判 insufficient_context。 两位专家原判断分别为 absent / insufficient_context，最终以冻结原文和实体边界复核结果为准。,"[""HR-0442"",355,359,""苋日食粥"",""食疗方"",""usesCookingMethod"",94,95,""煮"",""烹饪方法""]"
REL-C94F2852AF61751D,HR-0261,加腌芥作汤,食疗方,191,196,containsIngredient,酒,食材,49,50,present,"酒蒸食, 类不可芹。糟之最佳。不可太久,久则肉@木矣。 季 鱼 李鱼少骨,炒片最佳。炒者以片薷为贵。",关系方向与当前条目结构一致。,present,"酒蒸食, 类不可芹。糟之最佳。不可太久,久则肉@木矣。 季 鱼 李鱼少骨,炒片最佳。炒者以片薷为贵。",,agreement,present,two_expert_agreement,Expert 1 and Expert 2 agreed; auto-accepted.,"[""HR-0261"",191,196,""加腌芥作汤"",""食疗方"",""containsIngredient"",49,50,""酒"",""食材""]"
REL-C9737473685A4344,HR-0265,姜,食材,3,4,hasEffect,温中,功效,297,299,present,成分相同。因其含姜辣蓁等成分。故有辛香气。故地 可以作调味料用。入药。能温中逯寒。回阳通豚。 胸膈咳,,present,成分相同。因其含姜辣蓁等成分。故有辛香气。故地 可以作调味料用。入药。能温中逯寒。回阳通豚。 胸膈咳,,agreement,present,two_expert_agreement,Expert 1 and Expert 2 agreed; auto-accepted.,"[""HR-0265"",3,4,""姜"",""食材"",""hasEffect"",297,299,""温中"",""功效""]"
REL-C9B7BFBCAA023E04,HR-0400,垂用鸡迈鼙菇汤,食疗方,250,257,containsIngredient,茶,食材,116,117,absent,,当前段落未提供足够的谓词或配方结构支持。,absent,,当前段落未提供足够的谓词或配方结构支持。,agreement,absent,two_expert_agreement,Expert 1 and Expert 2 agreed; auto-accepted.,"[""HR-0400"",250,257,""垂用鸡迈鼙菇汤"",""食疗方"",""containsIngredient"",116,117,""茶"",""食材""]"
REL-C9C2AB4A2058D83A,HR-0101,加鸡汤,食疗方,47,50,usesCookingMethod,炒,烹饪方法,30,31,present,"鸡肝 用酒醋喷炒。以嫩为贵。 鸡血 取鸡血为条。加鸡汤。酱。醋。索粉作羹, 宜",,present,"鸡肝 用酒醋喷炒。以嫩为贵。 鸡血 取鸡血为条。加鸡汤。酱。醋。索粉作羹, 宜",关系方向与当前条目结构一致。,agreement,present,two_expert_agreement,Expert 1 and Expert 2 agreed; auto-accepted.,"[""HR-0101"",47,50,""加鸡汤"",""食疗方"",""usesCookingMethod"",30,31,""炒"",""烹饪方法""]"
REL-C9F54C2350D32763,HR-0430,然店肆饮,食疗方,22,26,usesCookingMethod,炒,烹饪方法,606,607,absent,,尾实体属于相邻条目或另一语义单元。,absent,,候选方向与原文语义不一致。,agreement,absent,two_expert_agreement,Expert 1 and Expert 2 agreed; auto-accepted.,"[""HR-0430"",22,26,""然店肆饮"",""食疗方"",""usesCookingMethod"",606,607,""炒"",""烹饪方法""]"
REL-C9FA2291706B1C42,HR-0300,疮,病症,350,351,treatedByRecipe,肝郁焱饮,食疗方,104,108,absent,,尾实体属于相邻条目或另一语义单元。,insufficient_context,,OCR噪声影响关键谓词或条目边界判断。,disagreement,insufficient_context,third_expert_adjudication,局部证据窗存在明显OCR噪声、截断或条目边界不清，无法可靠确定关系作用范围；暂判 insufficient_context。 两位专家原判断分别为 absent / insufficient_context，最终以冻结原文和实体边界复核结果为准。,"[""HR-0300"",350,351,""疮"",""病症"",""treatedByRecipe"",104,108,""肝郁焱饮"",""食疗方""]"
REL-CA021A8749CDFDDE,HR-0378,开胃,功效,181,183,recordedInText,《孟诜云》,古籍来源,79,84,absent,,当前段落未提供足够的谓词或配方结构支持。,absent,,两实体仅在同段出现，未见直接关系表达。,agreement,absent,two_expert_agreement,Expert 1 and Expert 2 agreed; auto-accepted.,"[""HR-0378"",181,183,""开胃"",""功效"",""recordedInText"",79,84,""《孟诜云》"",""古籍来源""]"
REL-CA1400DBDF699FAB,HR-0315,选用食料的方,食疗方,44,50,containsIngredient,油,食材,222,223,absent,,候选方向与原文语义不一致。,absent,,两实体仅在同段出现，未见直接关系表达。,agreement,absent,two_expert_agreement,Expert 1 and Expert 2 agreed; auto-accepted.,"[""HR-0315"",44,50,""选用食料的方"",""食疗方"",""containsIngredient"",222,223,""油"",""食材""]"
REL-CA28070AAB38FC3C,HR-0282,且用料与烹调方,食疗方,356,363,containsIngredient,盐,食材,233,234,present,"盐三钱擦其腹内,塞葱一帚;填实其中,外将蜜拌滔 六合:县名。在讧苏南京之北,邻接安徽省。 吴门: 今",,present,"盐三钱擦其腹内,塞葱一帚;填实其中,外将蜜拌滔 六合:县名。在讧苏南京之北,邻接安徽省。 吴门: 今",,agreement,present,two_expert_agreement,Expert 1 and Expert 2 agreed; auto-accepted.,"[""HR-0282"",356,363,""且用料与烹调方"",""食疗方"",""containsIngredient"",233,234,""盐"",""食材""]"
REL-CA7547DA370C3390,HR-0031,内宫散,食疗方,139,142,containsIngredient,酒,食材,477,478,absent,,尾实体属于相邻条目或另一语义单元。,absent,,尾实体属于相邻条目或另一语义单元。,agreement,absent,two_expert_agreement,Expert 1 and Expert 2 agreed; auto-accepted.,"[""HR-0031"",139,142,""内宫散"",""食疗方"",""containsIngredient"",477,478,""酒"",""食材""]"
REL-CB1FFA4B4C50D2BC,HR-0144,司厨婢子所利在汤,食疗方,283,291,usesCookingMethod,煮,烹饪方法,254,255,present,"煮鱼之水忌多 ,仅是伴鱼而止; 水多-口, 则鱼淡一分。司厨婢子所利在汤",,present,"煮鱼之水忌多 ,仅是伴鱼而止; 水多-口, 则鱼淡一分。司厨婢子所利在汤",,agreement,present,two_expert_agreement,Expert 1 and Expert 2 agreed; auto-accepted.,"[""HR-0144"",283,291,""司厨婢子所利在汤"",""食疗方"",""usesCookingMethod"",254,255,""煮"",""烹饪方法""]"
REL-CB269011099098BC,HR-0298,我国甫方,食疗方,465,469,usesCookingMethod,煮,烹饪方法,229,230,absent,,当前段落未提供足够的谓词或配方结构支持。,insufficient_context,,局部段落截断，无法确认关系作用范围。,disagreement,insufficient_context,third_expert_adjudication,局部证据窗存在明显OCR噪声、截断或条目边界不清，无法可靠确定关系作用范围；暂判 insufficient_context。 两位专家原判断分别为 absent / insufficient_context，最终以冻结原文和实体边界复核结果为准。,"[""HR-0298"",465,469,""我国甫方"",""食疗方"",""usesCookingMethod"",229,230,""煮"",""烹饪方法""]"
REL-CB339D7F13324B9A,HR-0420,咳嗽,病症,75,77,affectsOrgan,肠,脏腑,98,99,insufficient_context,,局部段落截断，无法确认关系作用范围。,insufficient_context,,OCR噪声影响关键谓词或条目边界判断。,agreement,insufficient_context,two_expert_agreement,Expert 1 and Expert 2 agreed; auto-accepted.,"[""HR-0420"",75,77,""咳嗽"",""病症"",""affectsOrgan"",98,99,""肠"",""脏腑""]"
REL-CBB4D8312800FEF7,HR-0416,疮,病症,111,112,affectsOrgan,五脏,脏腑,54,56,absent,,当前段落未提供足够的谓词或配方结构支持。,present,"五脏。 同浆水 食,令霍乱。勿同麋。鹿。摩肉食。李味苦涩者不可食。不 沉水者有毒。勿食。服术人忌之。",关系方向与当前条目结构一致。,disagreement,present,third_expert_adjudication,"五脏。 同浆水 食,令霍乱。勿同麋。鹿。摩肉食。李味苦涩者不可食。不 沉水者有毒。勿食。服术人忌之。；原文中头尾实体位于同一语义单元，关系方向“affectsOrgan”有直接文字或条目结构支持。 两位专家原判断分别为 absent / present，最终以冻结原文和实体边界复核结果为准。","[""HR-0416"",111,112,""疮"",""病症"",""affectsOrgan"",54,56,""五脏"",""脏腑""]"
REL-CC029F058C5570DD,HR-0344,米,食材,213,214,hasNature,凉,食性,557,558,absent,,候选方向与原文语义不一致。,absent,,两实体仅在同段出现，未见直接关系表达。,agreement,absent,two_expert_agreement,Expert 1 and Expert 2 agreed; auto-accepted.,"[""HR-0344"",213,214,""米"",""食材"",""hasNature"",557,558,""凉"",""食性""]"
REL-CCA9BF8DE1BFCE7E,HR-0394,用好肉酽汤,食疗方,192,197,usesCookingMethod,炒,烹饪方法,17,18,present,炒焦熟的羊肉丝和少许的醋。 羊皮面0 补中益气。 芊皮二个。捋洗挣@。煮软; 羊舌二个。熟; 羊腰子,,absent,,候选方向与原文语义不一致。,disagreement,absent,third_expert_adjudication,烹饪动作未明确作用于给定食疗方，或属于相邻条目；因此判定为 absent。 两位专家原判断分别为 present / absent，最终以冻结原文和实体边界复核结果为准。,"[""HR-0394"",192,197,""用好肉酽汤"",""食疗方"",""usesCookingMethod"",17,18,""炒"",""烹饪方法""]"
REL-CCEE0225FCA9598A,HR-0144,鱼的方,食疗方,517,520,containsIngredient,酒,食材,239,240,absent,,候选方向与原文语义不一致。,present,就有用密织大网 鱼的方法嘛。没有 () 锬(刈山0); 一殷指温酒饷器皿。这里指杰镬 .燕,,disagreement,present,third_expert_adjudication,就有用密织大网 鱼的方法嘛。没有 () 锬(刈山0); 一殷指温酒饷器皿。这里指杰镬 .燕；原文中头尾实体位于同一语义单元，关系方向“containsIngredient”有直接文字或条目结构支持。 两位专家原判断分别为 absent / present，最终以冻结原文和实体边界复核结果为准。,"[""HR-0144"",517,520,""鱼的方"",""食疗方"",""containsIngredient"",239,240,""酒"",""食材""]"
REL-CCF2210554FD2B64,HR-0271,即米汤,食疗方,366,369,usesCookingMethod,煎,烹饪方法,101,102,present,煎剂。或冲剂。片剂。治 疗急性细菌性痢疾颇有疗效。 暴水痢: 即水泻型急性痢疾。 米饮: 即米汤,,present,煎剂。或冲剂。片剂。治 疗急性细菌性痢疾颇有疗效。 暴水痢: 即水泻型急性痢疾。 米饮: 即米汤,,agreement,present,two_expert_agreement,Expert 1 and Expert 2 agreed; auto-accepted.,"[""HR-0271"",366,369,""即米汤"",""食疗方"",""usesCookingMethod"",101,102,""煎"",""烹饪方法""]"
REL-CCFD0EF49A3168B3,HR-0224,水,食材,90,91,hasFlavor,涩,食味,15,16,present,"。常三五服。极利水道 (校注] 0秘涩少痛:《文津阁本》作 """,,present,"。常三五服。极利水道 (校注] 0秘涩少痛:《文津阁本》作 """,,agreement,present,two_expert_agreement,Expert 1 and Expert 2 agreed; auto-accepted.,"[""HR-0224"",90,91,""水"",""食材"",""hasFlavor"",15,16,""涩"",""食味""]"
REL-CD19444C2AF3219F,HR-0427,千金方,食疗方,400,403,recordedInText,《食忌》,古籍来源,139,143,insufficient_context,,OCR噪声影响关键谓词或条目边界判断。,insufficient_context,,OCR噪声影响关键谓词或条目边界判断。,agreement,insufficient_context,two_expert_agreement,Expert 1 and Expert 2 agreed; auto-accepted.,"[""HR-0427"",400,403,""千金方"",""食疗方"",""recordedInText"",139,143,""《食忌》"",""古籍来源""]"
REL-CD23C1FB13417961,HR-0271,以米饮,食疗方,64,67,containsIngredient,水,食材,59,60,present,"干为末, 夏日暴水痢@ ,以米饮@和一匙 空腹服之。子@",,present,"干为末, 夏日暴水痢@ ,以米饮@和一匙 空腹服之。子@",,agreement,present,two_expert_agreement,Expert 1 and Expert 2 agreed; auto-accepted.,"[""HR-0271"",64,67,""以米饮"",""食疗方"",""containsIngredient"",59,60,""水"",""食材""]"
REL-CD3B509935B67B4F,HR-0394,用好肉熬制的浓汤,食疗方,439,447,usesCookingMethod,拌,烹饪方法,95,96,absent,,候选方向与原文语义不一致。,absent,,当前段落未提供足够的谓词或配方结构支持。,agreement,absent,two_expert_agreement,Expert 1 and Expert 2 agreed; auto-accepted.,"[""HR-0394"",439,447,""用好肉熬制的浓汤"",""食疗方"",""usesCookingMethod"",95,96,""拌"",""烹饪方法""]"
REL-CD49CB0773413B9E,HR-0344,伎整个混合物象请粥,食疗方,444,453,containsIngredient,水,食材,1,2,absent,,尾实体属于相邻条目或另一语义单元。,absent,,尾实体属于相邻条目或另一语义单元。,agreement,absent,two_expert_agreement,Expert 1 and Expert 2 agreed; auto-accepted.,"[""HR-0344"",444,453,""伎整个混合物象请粥"",""食疗方"",""containsIngredient"",1,2,""水"",""食材""]"
REL-CD5B9764D014ECF0,HR-0208,疮,病症,118,119,affectsOrgan,肠,脏腑,140,141,absent,,尾实体属于相邻条目或另一语义单元。,absent,,两实体仅在同段出现，未见直接关系表达。,agreement,absent,two_expert_agreement,Expert 1 and Expert 2 agreed; auto-accepted.,"[""HR-0208"",118,119,""疮"",""病症"",""affectsOrgan"",140,141,""肠"",""脏腑""]"
REL-CD8DCF5F700558E3,HR-0344,作糯米醋的方,食疗方,178,184,usesCookingMethod,酿,烹饪方法,225,226,present,"作糯米醋的方法: 五月初五作;七月初七成熟。 近五月初,就多牧下一些檗米饭酸浆水, 谁备和进去酿",关系方向与当前条目结构一致。,present,"作糯米醋的方法: 五月初五作;七月初七成熟。 近五月初,就多牧下一些檗米饭酸浆水, 谁备和进去酿",,agreement,present,two_expert_agreement,Expert 1 and Expert 2 agreed; auto-accepted.,"[""HR-0344"",178,184,""作糯米醋的方"",""食疗方"",""usesCookingMethod"",225,226,""酿"",""烹饪方法""]"
REL-CD9224598C67960D,HR-0126,油,食材,46,47,hasNature,平,食性,145,146,absent,,尾实体属于相邻条目或另一语义单元。,absent,,当前段落未提供足够的谓词或配方结构支持。,agreement,absent,two_expert_agreement,Expert 1 and Expert 2 agreed; auto-accepted.,"[""HR-0126"",46,47,""油"",""食材"",""hasNature"",145,146,""平"",""食性""]"
REL-CD9941F5A08D77A9,HR-0125,瓜,食材,92,93,hasFlavor,甘,食味,3,4,absent,,尾实体属于相邻条目或另一语义单元。,absent,,候选方向与原文语义不一致。,agreement,absent,two_expert_agreement,Expert 1 and Expert 2 agreed; auto-accepted.,"[""HR-0125"",92,93,""瓜"",""食材"",""hasFlavor"",3,4,""甘"",""食味""]"
REL-CE12AEAC4AA79BBB,HR-0416,水,食材,90,91,hasFlavor,苦,食味,80,81,present,鹿。摩肉食。李味苦涩者不可食。不 沉水者有毒。勿食。服术人忌之,,present,鹿。摩肉食。李味苦涩者不可食。不 沉水者有毒。勿食。服术人忌之,关系方向与当前条目结构一致。,agreement,present,two_expert_agreement,Expert 1 and Expert 2 agreed; auto-accepted.,"[""HR-0416"",90,91,""水"",""食材"",""hasFlavor"",80,81,""苦"",""食味""]"
REL-CE3FA36828DD235A,HR-0034,盐,食材,259,260,hasFlavor,酸,食味,242,243,absent,,两实体仅在同段出现，未见直接关系表达。,absent,,当前段落未提供足够的谓词或配方结构支持。,agreement,absent,two_expert_agreement,Expert 1 and Expert 2 agreed; auto-accepted.,"[""HR-0034"",259,260,""盐"",""食材"",""hasFlavor"",242,243,""酸"",""食味""]"
REL-CE44BF2772FE716E,HR-0101,加鸡汤,食疗方,47,50,usesCookingMethod,拌,烹饪方法,162,163,absent,,两实体仅在同段出现，未见直接关系表达。,absent,,两实体仅在同段出现，未见直接关系表达。,agreement,absent,two_expert_agreement,Expert 1 and Expert 2 agreed; auto-accepted.,"[""HR-0101"",47,50,""加鸡汤"",""食疗方"",""usesCookingMethod"",162,163,""拌"",""烹饪方法""]"
REL-CE685DBB95E68449,HR-0401,酒,食材,27,28,hasNature,凉,食性,59,60,absent,,两实体仅在同段出现，未见直接关系表达。,absent,,当前段落未提供足够的谓词或配方结构支持。,agreement,absent,two_expert_agreement,Expert 1 and Expert 2 agreed; auto-accepted.,"[""HR-0401"",27,28,""酒"",""食材"",""hasNature"",59,60,""凉"",""食性""]"
REL-CEB1E8CB3185DCC3,HR-0333,泻痢,病症,39,41,treatedByRecipe,璇屋散,食疗方,151,154,absent,,候选方向与原文语义不一致。,absent,,候选方向与原文语义不一致。,agreement,absent,two_expert_agreement,Expert 1 and Expert 2 agreed; auto-accepted.,"[""HR-0333"",39,41,""泻痢"",""病症"",""treatedByRecipe"",151,154,""璇屋散"",""食疗方""]"
REL-CEBE50AC9247A911,HR-0394,用好肉熬制的浓汤,食疗方,439,447,containsIngredient,醋,食材,108,109,absent,,尾实体属于相邻条目或另一语义单元。,insufficient_context,,局部段落截断，无法确认关系作用范围。,disagreement,insufficient_context,third_expert_adjudication,局部证据窗存在明显OCR噪声、截断或条目边界不清，无法可靠确定关系作用范围；暂判 insufficient_context。 两位专家原判断分别为 absent / insufficient_context，最终以冻结原文和实体边界复核结果为准。,"[""HR-0394"",439,447,""用好肉熬制的浓汤"",""食疗方"",""containsIngredient"",108,109,""醋"",""食材""]"
REL-CECFBCC361887F08,HR-0060,水,食材,194,195,hasFlavor,咸,食味,299,300,absent,,尾实体属于相邻条目或另一语义单元。,absent,,候选方向与原文语义不一致。,agreement,absent,two_expert_agreement,Expert 1 and Expert 2 agreed; auto-accepted.,"[""HR-0060"",194,195,""水"",""食材"",""hasFlavor"",299,300,""咸"",""食味""]"
