record_id,participant_id,role,period,system_blind_code,task_id,task_set,bloom_task_level,start_timestamp,end_timestamp,completion_seconds,participant_response,system_output_id_or_log_path,task_completed,protocol_deviation,missing_reason,include_in_primary_analysis,notes,completion_seconds_derived
2039,P089,Medical_researcher,2,SYS-T9,B-L6-02,B,L6,2026-05-19 10:44:22,2026-05-19 10:48:51,,证据链：冻结原文 → 实体识别 → 瓜 —hasNature→ 平 → 上下文范围核验。,logs/userstudy/P089/SYS-T9/B-L6-02.json,Y,N,,Y,,269.0
2040,P089,Medical_researcher,2,SYS-T9,B-L6-01,B,L6,2026-05-19 10:49:04,2026-05-19 10:52:20,,原文信息可能支持该结论，不过需要结合前后文进一步判断。,logs/userstudy/P089/SYS-T9/B-L6-01.json,Y,N,,Y,,196.0
2041,P090,Medical_researcher,1,SYS-T9,B-L1-02,B,L1,2026-05-19 14:30:39,2026-05-19 14:31:14,,原文能确认相关实体，但关系方向和作用范围仍不够明确。,logs/userstudy/P090/SYS-T9/B-L1-02.json,Y,N,,Y,,35.0
2042,P090,Medical_researcher,1,SYS-T9,B-L1-01,B,L1,2026-05-19 14:31:25,2026-05-19 14:32:38,,温；消渴,logs/userstudy/P090/SYS-T9/B-L1-01.json,Y,N,,Y,,73.0
2043,P090,Medical_researcher,1,SYS-T9,B-L2-02,B,L2,2026-05-19 14:32:57,2026-05-19 14:35:13,,油（食材）；水（食材）；水（食材）,logs/userstudy/P090/SYS-T9/B-L2-02.json,Y,N,,Y,,136.0
2044,P090,Medical_researcher,1,SYS-T9,B-L2-01,B,L2,2026-05-19 14:35:35,2026-05-19 14:37:05,,《人世:间》（古籍来源）；《马蹄》（古籍来源）；或解作击散（食疗方）,logs/userstudy/P090/SYS-T9/B-L2-01.json,Y,N,,Y,,90.0
2045,P090,Medical_researcher,1,SYS-T9,B-L3-02,B,L3,2026-05-19 14:37:14,2026-05-19 14:39:28,,内宫散 —containsIngredient→ 醋,logs/userstudy/P090/SYS-T9/B-L3-02.json,Y,N,,Y,,134.0
2046,P090,Medical_researcher,1,SYS-T9,B-L3-01,B,L3,2026-05-19 14:39:46,2026-05-19 14:41:55,,水 —hasEffect→ 清热,logs/userstudy/P090/SYS-T9/B-L3-01.json,Y,N,,Y,,129.0
2047,P090,Medical_researcher,1,SYS-T9,B-L4-01,B,L4,2026-05-19 14:42:18,2026-05-19 14:45:29,,倾向于认为候选关系成立，但未能给出完整证据链。,logs/userstudy/P090/SYS-T9/B-L4-01.json,Y,N,,Y,,191.0
2048,P090,Medical_researcher,1,SYS-T9,B-L4-02,B,L4,2026-05-19 14:45:46,2026-05-19 14:48:56,,原文能确认相关实体，但关系方向和作用范围仍不够明确。,logs/userstudy/P090/SYS-T9/B-L4-02.json,Y,N,,Y,,190.0
2049,P090,Medical_researcher,1,SYS-T9,B-L5-01,B,L5,2026-05-19 14:49:07,2026-05-19 14:52:18,,候选关系应按原文作用范围判断；本片段可保留：黄豆 —recordedInText→ 《摘录》，跨段推断不应采纳。,logs/userstudy/P090/SYS-T9/B-L5-01.json,Y,N,,Y,,191.0
2050,P090,Medical_researcher,1,SYS-T9,B-L5-02,B,L5,2026-05-19 14:52:41,2026-05-19 14:56:05,,候选关系应按原文作用范围判断；本片段可保留：水 —hasFlavor→ 涩，跨段推断不应采纳。,logs/userstudy/P090/SYS-T9/B-L5-02.json,Y,N,,Y,,204.0
2051,P090,Medical_researcher,1,SYS-T9,B-L6-02,B,L6,2026-05-19 14:56:22,2026-05-19 15:00:20,,证据链：冻结原文 → 实体识别 → 瓜 —hasNature→ 平 → 上下文范围核验。,logs/userstudy/P090/SYS-T9/B-L6-02.json,Y,N,,Y,,238.0
2052,P090,Medical_researcher,1,SYS-T9,B-L6-01,B,L6,2026-05-19 15:00:28,2026-05-19 15:03:48,,原文能确认相关实体，但关系方向和作用范围仍不够明确。,logs/userstudy/P090/SYS-T9/B-L6-01.json,Y,N,,Y,,200.0
2053,P090,Medical_researcher,2,SYS-R4,A-L1-02,A,L1,2026-05-19 15:23:57,2026-05-19 15:25:02,,甘；平,logs/userstudy/P090/SYS-R4/A-L1-02.json,Y,N,,Y,,65.0
2054,P090,Medical_researcher,2,SYS-R4,A-L1-01,A,L1,2026-05-19 15:25:10,2026-05-19 15:26:05,,水；《内经》,logs/userstudy/P090/SYS-R4/A-L1-01.json,Y,N,,Y,,55.0
2055,P090,Medical_researcher,2,SYS-R4,A-L2-01,A,L2,2026-05-19 15:26:25,2026-05-19 15:27:21,,心（脏腑）；温（食性）；心（脏腑）,logs/userstudy/P090/SYS-R4/A-L2-01.json,Y,N,,Y,,56.0
2056,P090,Medical_researcher,2,SYS-R4,A-L2-02,A,L2,2026-05-19 15:27:36,2026-05-19 15:29:07,,水（食材）；水（食材）；选用食料的方（食疗方）,logs/userstudy/P090/SYS-R4/A-L2-02.json,Y,N,,Y,,91.0
2057,P090,Medical_researcher,2,SYS-R4,A-L3-01,A,L3,2026-05-19 15:29:23,2026-05-19 15:31:29,,未发现足够直接的谓词证据，暂不作确定判断。,logs/userstudy/P090/SYS-R4/A-L3-01.json,Y,N,,Y,,126.0
2058,P090,Medical_researcher,2,SYS-R4,A-L3-02,A,L3,2026-05-19 15:31:39,2026-05-19 15:33:08,,然多食生痰桑饮 —usesCookingMethod→ 腌,logs/userstudy/P090/SYS-R4/A-L3-02.json,Y,N,,Y,,89.0
2059,P090,Medical_researcher,2,SYS-R4,A-L4-01,A,L4,2026-05-19 15:33:32,2026-05-19 15:36:22,,证据更充分的关系为：睡乡散 —recordedInText→ 《饮食谱》；理由：论元与谓词位于同句或同一处方段落。,logs/userstudy/P090/SYS-R4/A-L4-01.json,Y,N,,Y,,170.0
2060,P090,Medical_researcher,2,SYS-R4,A-L4-02,A,L4,2026-05-19 15:36:47,2026-05-19 15:39:03,,原文能确认相关实体，但关系方向和作用范围仍不够明确。,logs/userstudy/P090/SYS-R4/A-L4-02.json,Y,N,,Y,,136.0
2061,P090,Medical_researcher,2,SYS-R4,A-L5-02,A,L5,2026-05-19 15:39:23,2026-05-19 15:43:35,,候选关系应按原文作用范围判断；本片段可保留：油 —hasNature→ 凉，跨段推断不应采纳。,logs/userstudy/P090/SYS-R4/A-L5-02.json,Y,N,,Y,,252.0
2062,P090,Medical_researcher,2,SYS-R4,A-L5-01,A,L5,2026-05-19 15:43:43,2026-05-19 15:47:28,,候选关系应按原文作用范围判断；本片段可保留：水 —hasNature→ 寒，跨段推断不应采纳。,logs/userstudy/P090/SYS-R4/A-L5-01.json,Y,N,,Y,,225.0
2063,P090,Medical_researcher,2,SYS-R4,A-L6-02,A,L6,2026-05-19 15:47:48,2026-05-19 15:51:31,,证据链：冻结原文 → 实体识别 → 水 —hasNature→ 凉 → 上下文范围核验。,logs/userstudy/P090/SYS-R4/A-L6-02.json,Y,N,,Y,,223.0
2064,P090,Medical_researcher,2,SYS-R4,A-L6-01,A,L6,2026-05-19 15:51:56,2026-05-19 15:55:42,,证据链：冻结原文 → 实体识别 → 油 —hasNature→ 大寒 → 上下文范围核验。,logs/userstudy/P090/SYS-R4/A-L6-01.json,Y,N,,Y,,226.0
2065,P091,Medical_researcher,1,SYS-R4,B-L1-01,B,L1,2026-05-20 09:20:04,2026-05-20 09:21:10,,温；消渴,logs/userstudy/P091/SYS-R4/B-L1-01.json,Y,N,,Y,,66.0
2066,P091,Medical_researcher,1,SYS-R4,B-L1-02,B,L1,2026-05-20 09:21:32,2026-05-20 09:22:07,,盐；拌,logs/userstudy/P091/SYS-R4/B-L1-02.json,Y,N,,Y,,35.0
2067,P091,Medical_researcher,1,SYS-R4,B-L2-02,B,L2,2026-05-20 09:22:31,2026-05-20 09:24:34,,油（食材）；水（食材）；水（食材）,logs/userstudy/P091/SYS-R4/B-L2-02.json,Y,N,,Y,,123.0
2068,P091,Medical_researcher,1,SYS-R4,B-L2-01,B,L2,2026-05-20 09:24:53,2026-05-20 09:26:16,,《人世:间》（古籍来源）；《马蹄》（古籍来源）；或解作击散（食疗方）,logs/userstudy/P091/SYS-R4/B-L2-01.json,Y,N,,Y,,83.0
2069,P091,Medical_researcher,1,SYS-R4,B-L3-01,B,L3,2026-05-20 09:26:36,2026-05-20 09:27:42,,水 —hasEffect→ 清热,logs/userstudy/P091/SYS-R4/B-L3-01.json,Y,N,,Y,,66.0
2070,P091,Medical_researcher,1,SYS-R4,B-L3-02,B,L3,2026-05-20 09:27:58,2026-05-20 09:29:26,,内宫散 —containsIngredient→ 醋,logs/userstudy/P091/SYS-R4/B-L3-02.json,Y,N,,Y,,88.0
2071,P091,Medical_researcher,1,SYS-R4,B-L4-01,B,L4,2026-05-20 09:29:44,2026-05-20 09:32:00,,证据更充分的关系为：水 —hasNature→ 平；理由：论元与谓词位于同句或同一处方段落。,logs/userstudy/P091/SYS-R4/B-L4-01.json,Y,N,,Y,,136.0
2072,P091,Medical_researcher,1,SYS-R4,B-L4-02,B,L4,2026-05-20 09:32:16,2026-05-20 09:34:24,,证据更充分的关系为：米 —hasFlavor→ 甘；理由：论元与谓词位于同句或同一处方段落。,logs/userstudy/P091/SYS-R4/B-L4-02.json,Y,N,,Y,,128.0
2073,P091,Medical_researcher,1,SYS-R4,B-L5-01,B,L5,2026-05-20 09:34:43,2026-05-20 09:37:09,,候选关系应按原文作用范围判断；本片段可保留：黄豆 —recordedInText→ 《摘录》，跨段推断不应采纳。,logs/userstudy/P091/SYS-R4/B-L5-01.json,Y,N,,Y,,146.0
2074,P091,Medical_researcher,1,SYS-R4,B-L5-02,B,L5,2026-05-20 09:37:19,2026-05-20 09:40:11,,原文能确认相关实体，但关系方向和作用范围仍不够明确。,logs/userstudy/P091/SYS-R4/B-L5-02.json,Y,N,,Y,,172.0
2075,P091,Medical_researcher,1,SYS-R4,B-L6-01,B,L6,2026-05-20 09:40:25,2026-05-20 09:44:41,,证据链：冻结原文 → 实体识别 → 酒 —hasNature→ 寒 → 上下文范围核验。,logs/userstudy/P091/SYS-R4/B-L6-01.json,Y,N,,Y,,256.0
2076,P091,Medical_researcher,1,SYS-R4,B-L6-02,B,L6,2026-05-20 09:44:53,2026-05-20 09:49:12,,证据链：冻结原文 → 实体识别 → 瓜 —hasNature→ 平 → 上下文范围核验。,logs/userstudy/P091/SYS-R4/B-L6-02.json,Y,N,,Y,,259.0
2077,P091,Medical_researcher,2,SYS-T9,A-L1-02,A,L1,2026-05-20 10:09:20,2026-05-20 10:10:02,,甘；平,logs/userstudy/P091/SYS-T9/A-L1-02.json,Y,N,,Y,,42.0
2078,P091,Medical_researcher,2,SYS-T9,A-L1-01,A,L1,2026-05-20 10:10:20,2026-05-20 10:11:04,,水；《内经》,logs/userstudy/P091/SYS-T9/A-L1-01.json,Y,N,,Y,,44.0
2079,P091,Medical_researcher,2,SYS-T9,A-L2-01,A,L2,2026-05-20 10:11:23,2026-05-20 10:13:22,,心（脏腑）；温（食性）；心（脏腑）,logs/userstudy/P091/SYS-T9/A-L2-01.json,Y,N,,Y,,119.0
2080,P091,Medical_researcher,2,SYS-T9,A-L2-02,A,L2,2026-05-20 10:13:45,2026-05-20 10:15:18,,水（食材）；水（食材）；选用食料的方（食疗方）,logs/userstudy/P091/SYS-T9/A-L2-02.json,Y,N,,Y,,93.0
2081,P091,Medical_researcher,2,SYS-T9,A-L3-02,A,L3,2026-05-20 10:15:34,2026-05-20 10:17:33,,然多食生痰桑饮 —usesCookingMethod→ 腌,logs/userstudy/P091/SYS-T9/A-L3-02.json,Y,N,,Y,,119.0
2082,P091,Medical_researcher,2,SYS-T9,A-L3-01,A,L3,2026-05-20 10:17:48,2026-05-20 10:20:10,,瓜 —hasNature→ 平,logs/userstudy/P091/SYS-T9/A-L3-01.json,Y,N,,Y,,142.0
2083,P091,Medical_researcher,2,SYS-T9,A-L4-02,A,L4,2026-05-20 10:20:21,2026-05-20 10:23:19,,倾向于认为候选关系成立，但未能给出完整证据链。,logs/userstudy/P091/SYS-T9/A-L4-02.json,Y,N,,Y,,178.0
2084,P091,Medical_researcher,2,SYS-T9,A-L4-01,A,L4,2026-05-20 10:23:30,2026-05-20 10:25:49,,未发现足够直接的谓词证据，暂不作确定判断。,logs/userstudy/P091/SYS-T9/A-L4-01.json,Y,N,,Y,,139.0
2085,P091,Medical_researcher,2,SYS-T9,A-L5-01,A,L5,2026-05-20 10:26:00,2026-05-20 10:28:28,,候选关系应按原文作用范围判断；本片段可保留：水 —hasNature→ 寒，跨段推断不应采纳。,logs/userstudy/P091/SYS-T9/A-L5-01.json,Y,N,,Y,,148.0
2086,P091,Medical_researcher,2,SYS-T9,A-L5-02,A,L5,2026-05-20 10:28:45,2026-05-20 10:31:47,,候选关系应按原文作用范围判断；本片段可保留：油 —hasNature→ 凉，跨段推断不应采纳。,logs/userstudy/P091/SYS-T9/A-L5-02.json,Y,N,,Y,,182.0
2087,P091,Medical_researcher,2,SYS-T9,A-L6-02,A,L6,2026-05-20 10:32:09,2026-05-20 10:36:52,,证据链：冻结原文 → 实体识别 → 水 —hasNature→ 凉 → 上下文范围核验。,logs/userstudy/P091/SYS-T9/A-L6-02.json,Y,N,,Y,,283.0
2088,P091,Medical_researcher,2,SYS-T9,A-L6-01,A,L6,2026-05-20 10:37:02,2026-05-20 10:41:01,,证据链：冻结原文 → 实体识别 → 油 —hasNature→ 大寒 → 上下文范围核验。,logs/userstudy/P091/SYS-T9/A-L6-01.json,Y,N,,Y,,239.0
2089,P092,Medical_researcher,1,SYS-T9,A-L1-01,A,L1,2026-05-20 14:30:27,2026-05-20 14:31:51,,水；《内经》,logs/userstudy/P092/SYS-T9/A-L1-01.json,Y,N,,Y,,84.0
2090,P092,Medical_researcher,1,SYS-T9,A-L1-02,A,L1,2026-05-20 14:32:00,2026-05-20 14:33:28,,甘；平,logs/userstudy/P092/SYS-T9/A-L1-02.json,Y,N,,Y,,88.0
2091,P092,Medical_researcher,1,SYS-T9,A-L2-02,A,L2,2026-05-20 14:33:53,2026-05-20 14:35:37,,水（食材）；水（食材）；选用食料的方（食疗方）,logs/userstudy/P092/SYS-T9/A-L2-02.json,Y,N,,Y,,104.0
2092,P092,Medical_researcher,1,SYS-T9,A-L2-01,A,L2,2026-05-20 14:35:52,2026-05-20 14:36:37,,心（脏腑）；温（食性）；心（脏腑）,logs/userstudy/P092/SYS-T9/A-L2-01.json,Y,N,,Y,,45.0
2093,P092,Medical_researcher,1,SYS-T9,A-L3-01,A,L3,2026-05-20 14:36:51,2026-05-20 14:39:26,,瓜 —hasNature→ 平,logs/userstudy/P092/SYS-T9/A-L3-01.json,Y,N,,Y,,155.0
2094,P092,Medical_researcher,1,SYS-T9,A-L3-02,A,L3,2026-05-20 14:39:38,2026-05-20 14:41:42,,然多食生痰桑饮 —usesCookingMethod→ 腌,logs/userstudy/P092/SYS-T9/A-L3-02.json,Y,N,,Y,,124.0
2095,P092,Medical_researcher,1,SYS-T9,A-L4-02,A,L4,2026-05-20 14:41:56,2026-05-20 14:43:58,,证据更充分的关系为：盐 —hasFlavor→ 甘；理由：论元与谓词位于同句或同一处方段落。,logs/userstudy/P092/SYS-T9/A-L4-02.json,Y,N,,Y,,122.0
2096,P092,Medical_researcher,1,SYS-T9,A-L4-01,A,L4,2026-05-20 14:44:16,2026-05-20 14:46:41,,未发现足够直接的谓词证据，暂不作确定判断。,logs/userstudy/P092/SYS-T9/A-L4-01.json,Y,N,,Y,,145.0
2097,P092,Medical_researcher,1,SYS-T9,A-L5-01,A,L5,2026-05-20 14:46:52,2026-05-20 14:51:09,,候选关系应按原文作用范围判断；本片段可保留：水 —hasNature→ 寒，跨段推断不应采纳。,logs/userstudy/P092/SYS-T9/A-L5-01.json,Y,N,,Y,,257.0
2098,P092,Medical_researcher,1,SYS-T9,A-L5-02,A,L5,2026-05-20 14:51:24,2026-05-20 14:55:19,,原文信息可能支持该结论，不过需要结合前后文进一步判断。,logs/userstudy/P092/SYS-T9/A-L5-02.json,Y,N,,Y,,235.0
2099,P092,Medical_researcher,1,SYS-T9,A-L6-01,A,L6,2026-05-20 14:55:27,2026-05-20 14:59:22,,证据链：冻结原文 → 实体识别 → 油 —hasNature→ 大寒 → 上下文范围核验。,logs/userstudy/P092/SYS-T9/A-L6-01.json,Y,N,,Y,,235.0
2100,P092,Medical_researcher,1,SYS-T9,A-L6-02,A,L6,2026-05-20 14:59:33,2026-05-20 15:03:03,,证据链：冻结原文 → 实体识别 → 水 —hasNature→ 凉 → 上下文范围核验。,logs/userstudy/P092/SYS-T9/A-L6-02.json,Y,N,,Y,,210.0
2101,P092,Medical_researcher,2,SYS-R4,B-L1-01,B,L1,2026-05-20 15:23:13,2026-05-20 15:24:09,,温；消渴,logs/userstudy/P092/SYS-R4/B-L1-01.json,Y,N,,Y,,56.0
2102,P092,Medical_researcher,2,SYS-R4,B-L1-02,B,L1,2026-05-20 15:24:28,2026-05-20 15:25:21,,盐；拌,logs/userstudy/P092/SYS-R4/B-L1-02.json,Y,N,,Y,,53.0
2103,P092,Medical_researcher,2,SYS-R4,B-L2-01,B,L2,2026-05-20 15:25:44,2026-05-20 15:26:53,,《人世:间》（古籍来源）；《马蹄》（古籍来源）；或解作击散（食疗方）,logs/userstudy/P092/SYS-R4/B-L2-01.json,Y,N,,Y,,69.0
2104,P092,Medical_researcher,2,SYS-R4,B-L2-02,B,L2,2026-05-20 15:27:10,2026-05-20 15:28:53,,油（食材）；水（食材）；水（食材）,logs/userstudy/P092/SYS-R4/B-L2-02.json,Y,N,,Y,,103.0
2105,P092,Medical_researcher,2,SYS-R4,B-L3-01,B,L3,2026-05-20 15:29:09,2026-05-20 15:30:33,,水 —hasEffect→ 清热,logs/userstudy/P092/SYS-R4/B-L3-01.json,Y,N,,Y,,84.0
2106,P092,Medical_researcher,2,SYS-R4,B-L3-02,B,L3,2026-05-20 15:30:55,2026-05-20 15:32:43,,内宫散 —containsIngredient→ 醋,logs/userstudy/P092/SYS-R4/B-L3-02.json,Y,N,,Y,,108.0
2107,P092,Medical_researcher,2,SYS-R4,B-L4-01,B,L4,2026-05-20 15:33:07,2026-05-20 15:35:03,,证据更充分的关系为：水 —hasNature→ 平；理由：论元与谓词位于同句或同一处方段落。,logs/userstudy/P092/SYS-R4/B-L4-01.json,Y,N,,Y,,116.0
2108,P092,Medical_researcher,2,SYS-R4,B-L4-02,B,L4,2026-05-20 15:35:20,2026-05-20 15:38:10,,证据更充分的关系为：米 —hasFlavor→ 甘；理由：论元与谓词位于同句或同一处方段落。,logs/userstudy/P092/SYS-R4/B-L4-02.json,Y,N,,Y,,170.0
2109,P092,Medical_researcher,2,SYS-R4,B-L5-01,B,L5,2026-05-20 15:38:23,2026-05-20 15:41:15,,原文能确认相关实体，但关系方向和作用范围仍不够明确。,logs/userstudy/P092/SYS-R4/B-L5-01.json,Y,N,,Y,,172.0
2110,P092,Medical_researcher,2,SYS-R4,B-L5-02,B,L5,2026-05-20 15:41:38,2026-05-20 15:44:03,,候选关系应按原文作用范围判断；本片段可保留：水 —hasFlavor→ 涩，跨段推断不应采纳。,logs/userstudy/P092/SYS-R4/B-L5-02.json,Y,N,,Y,,145.0
2111,P092,Medical_researcher,2,SYS-R4,B-L6-01,B,L6,2026-05-20 15:44:20,2026-05-20 15:47:52,,倾向于认为候选关系成立，但未能给出完整证据链。,logs/userstudy/P092/SYS-R4/B-L6-01.json,Y,N,,Y,,212.0
2112,P092,Medical_researcher,2,SYS-R4,B-L6-02,B,L6,2026-05-20 15:48:04,2026-05-20 15:51:08,,证据链：冻结原文 → 实体识别 → 瓜 —hasNature→ 平 → 上下文范围核验。,logs/userstudy/P092/SYS-R4/B-L6-02.json,Y,N,,Y,,184.0
2113,P093,Medical_researcher,1,SYS-R4,A-L1-01,A,L1,2026-05-21 09:10:26,2026-05-21 09:11:11,,水；《内经》,logs/userstudy/P093/SYS-R4/A-L1-01.json,Y,N,,Y,,45.0
2114,P093,Medical_researcher,1,SYS-R4,A-L1-02,A,L1,2026-05-21 09:11:19,2026-05-21 09:11:54,,甘；平,logs/userstudy/P093/SYS-R4/A-L1-02.json,Y,N,,Y,,35.0
2115,P093,Medical_researcher,1,SYS-R4,A-L2-01,A,L2,2026-05-21 09:12:15,2026-05-21 09:13:03,,心（脏腑）；温（食性）；心（脏腑）,logs/userstudy/P093/SYS-R4/A-L2-01.json,Y,N,,Y,,48.0
2116,P093,Medical_researcher,1,SYS-R4,A-L2-02,A,L2,2026-05-21 09:13:17,2026-05-21 09:13:54,,水（食材）；水（食材）；选用食料的方（食疗方）,logs/userstudy/P093/SYS-R4/A-L2-02.json,Y,N,,Y,,37.0
2117,P093,Medical_researcher,1,SYS-R4,A-L3-02,A,L3,2026-05-21 09:14:04,2026-05-21 09:16:27,,然多食生痰桑饮 —usesCookingMethod→ 腌,logs/userstudy/P093/SYS-R4/A-L3-02.json,Y,N,,Y,,143.0
2118,P093,Medical_researcher,1,SYS-R4,A-L3-01,A,L3,2026-05-21 09:16:39,2026-05-21 09:18:06,,瓜 —hasNature→ 平,logs/userstudy/P093/SYS-R4/A-L3-01.json,Y,N,,Y,,87.0
2119,P093,Medical_researcher,1,SYS-R4,A-L4-01,A,L4,2026-05-21 09:18:19,2026-05-21 09:21:20,,原文信息可能支持该结论，不过需要结合前后文进一步判断。,logs/userstudy/P093/SYS-R4/A-L4-01.json,Y,N,,Y,,181.0
2120,P093,Medical_researcher,1,SYS-R4,A-L4-02,A,L4,2026-05-21 09:21:40,2026-05-21 09:23:53,,证据更充分的关系为：盐 —hasFlavor→ 甘；理由：论元与谓词位于同句或同一处方段落。,logs/userstudy/P093/SYS-R4/A-L4-02.json,Y,N,,Y,,133.0
2121,P093,Medical_researcher,1,SYS-R4,A-L5-02,A,L5,2026-05-21 09:24:15,2026-05-21 09:27:11,,候选关系应按原文作用范围判断；本片段可保留：油 —hasNature→ 凉，跨段推断不应采纳。,logs/userstudy/P093/SYS-R4/A-L5-02.json,Y,N,,Y,,176.0
2122,P093,Medical_researcher,1,SYS-R4,A-L5-01,A,L5,2026-05-21 09:27:20,2026-05-21 09:30:51,,候选关系应按原文作用范围判断；本片段可保留：水 —hasNature→ 寒，跨段推断不应采纳。,logs/userstudy/P093/SYS-R4/A-L5-01.json,Y,N,,Y,,211.0
2123,P093,Medical_researcher,1,SYS-R4,A-L6-02,A,L6,2026-05-21 09:31:04,2026-05-21 09:35:04,,证据链：冻结原文 → 实体识别 → 水 —hasNature→ 凉 → 上下文范围核验。,logs/userstudy/P093/SYS-R4/A-L6-02.json,Y,N,,Y,,240.0
2124,P093,Medical_researcher,1,SYS-R4,A-L6-01,A,L6,2026-05-21 09:35:27,2026-05-21 09:37:49,,证据链：冻结原文 → 实体识别 → 油 —hasNature→ 大寒 → 上下文范围核验。,logs/userstudy/P093/SYS-R4/A-L6-01.json,Y,N,,Y,,142.0
2125,P093,Medical_researcher,2,SYS-T9,B-L1-02,B,L1,2026-05-21 09:58:14,2026-05-21 10:00:06,,盐；拌,logs/userstudy/P093/SYS-T9/B-L1-02.json,Y,N,,Y,,112.0
2126,P093,Medical_researcher,2,SYS-T9,B-L1-01,B,L1,2026-05-21 10:00:26,2026-05-21 10:01:49,,温；消渴,logs/userstudy/P093/SYS-T9/B-L1-01.json,Y,N,,Y,,83.0
2127,P093,Medical_researcher,2,SYS-T9,B-L2-02,B,L2,2026-05-21 10:02:08,2026-05-21 10:03:31,,油（食材）；水（食材）；水（食材）,logs/userstudy/P093/SYS-T9/B-L2-02.json,Y,N,,Y,,83.0
2128,P093,Medical_researcher,2,SYS-T9,B-L2-01,B,L2,2026-05-21 10:03:48,2026-05-21 10:05:40,,《人世:间》（古籍来源）；《马蹄》（古籍来源）；或解作击散（食疗方）,logs/userstudy/P093/SYS-T9/B-L2-01.json,Y,N,,Y,,112.0
2129,P093,Medical_researcher,2,SYS-T9,B-L3-01,B,L3,2026-05-21 10:05:49,2026-05-21 10:07:30,,水 —hasEffect→ 清热,logs/userstudy/P093/SYS-T9/B-L3-01.json,Y,N,,Y,,101.0
2130,P093,Medical_researcher,2,SYS-T9,B-L3-02,B,L3,2026-05-21 10:07:54,2026-05-21 10:10:14,,原文信息可能支持该结论，不过需要结合前后文进一步判断。,logs/userstudy/P093/SYS-T9/B-L3-02.json,Y,N,,Y,,140.0
2131,P093,Medical_researcher,2,SYS-T9,B-L4-02,B,L4,2026-05-21 10:10:33,2026-05-21 10:14:09,,证据更充分的关系为：米 —hasFlavor→ 甘；理由：论元与谓词位于同句或同一处方段落。,logs/userstudy/P093/SYS-T9/B-L4-02.json,Y,N,,Y,,216.0
2132,P093,Medical_researcher,2,SYS-T9,B-L4-01,B,L4,2026-05-21 10:14:26,2026-05-21 10:17:52,,证据更充分的关系为：水 —hasNature→ 平；理由：论元与谓词位于同句或同一处方段落。,logs/userstudy/P093/SYS-T9/B-L4-01.json,Y,N,,Y,,206.0
2133,P093,Medical_researcher,2,SYS-T9,B-L5-01,B,L5,2026-05-21 10:18:04,2026-05-21 10:20:50,,候选关系应按原文作用范围判断；本片段可保留：黄豆 —recordedInText→ 《摘录》，跨段推断不应采纳。,logs/userstudy/P093/SYS-T9/B-L5-01.json,Y,N,,Y,,166.0
2134,P093,Medical_researcher,2,SYS-T9,B-L5-02,B,L5,2026-05-21 10:21:07,2026-05-21 10:24:02,,候选关系应按原文作用范围判断；本片段可保留：水 —hasFlavor→ 涩，跨段推断不应采纳。,logs/userstudy/P093/SYS-T9/B-L5-02.json,Y,N,,Y,,175.0
2135,P093,Medical_researcher,2,SYS-T9,B-L6-02,B,L6,2026-05-21 10:24:20,2026-05-21 10:27:55,,证据链：冻结原文 → 实体识别 → 瓜 —hasNature→ 平 → 上下文范围核验。,logs/userstudy/P093/SYS-T9/B-L6-02.json,Y,N,,Y,,215.0
2136,P093,Medical_researcher,2,SYS-T9,B-L6-01,B,L6,2026-05-21 10:28:08,2026-05-21 10:31:53,,原文能确认相关实体，但关系方向和作用范围仍不够明确。,logs/userstudy/P093/SYS-T9/B-L6-01.json,Y,N,,Y,,225.0
2137,P094,Medical_researcher,1,SYS-T9,B-L1-01,B,L1,2026-05-21 14:20:30,2026-05-21 14:21:43,,温；消渴,logs/userstudy/P094/SYS-T9/B-L1-01.json,Y,N,,Y,,73.0
2138,P094,Medical_researcher,1,SYS-T9,B-L1-02,B,L1,2026-05-21 14:22:07,2026-05-21 14:23:27,,盐；拌,logs/userstudy/P094/SYS-T9/B-L1-02.json,Y,N,,Y,,80.0
2139,P094,Medical_researcher,1,SYS-T9,B-L2-02,B,L2,2026-05-21 14:23:40,2026-05-21 14:25:28,,原文信息可能支持该结论，不过需要结合前后文进一步判断。,logs/userstudy/P094/SYS-T9/B-L2-02.json,Y,N,,Y,,108.0
2140,P094,Medical_researcher,1,SYS-T9,B-L2-01,B,L2,2026-05-21 14:25:46,2026-05-21 14:27:12,,《人世:间》（古籍来源）；《马蹄》（古籍来源）；或解作击散（食疗方）,logs/userstudy/P094/SYS-T9/B-L2-01.json,Y,N,,Y,,86.0
2141,P094,Medical_researcher,1,SYS-T9,B-L3-01,B,L3,2026-05-21 14:27:34,2026-05-21 14:29:34,,水 —hasEffect→ 清热,logs/userstudy/P094/SYS-T9/B-L3-01.json,Y,N,,Y,,120.0
2142,P094,Medical_researcher,1,SYS-T9,B-L3-02,B,L3,2026-05-21 14:29:42,2026-05-21 14:32:00,,内宫散 —containsIngredient→ 醋,logs/userstudy/P094/SYS-T9/B-L3-02.json,Y,N,,Y,,138.0
2143,P094,Medical_researcher,1,SYS-T9,B-L4-02,B,L4,2026-05-21 14:32:08,2026-05-21 14:34:07,,原文信息可能支持该结论，不过需要结合前后文进一步判断。,logs/userstudy/P094/SYS-T9/B-L4-02.json,Y,N,,Y,,119.0
